Date,EURILS Price,Return,Moving Average 12 month,Moving Std 12 month,Rolling Yearly Return,EURILS
2003-12-01,5.4959001541137695,,,,,1.0
2004-01-01,5.594399929046631,0.01792240982746618,,,,1.0179224098274662
2004-02-01,5.5995001792907715,0.0009116706543734754,,,,1.018850419816935
2004-03-01,5.558700084686279,-0.007286381515869467,,,,1.011426686950545
2004-04-01,5.486000061035156,-0.013078601569349813,,,,0.9981986402953112
2004-05-01,5.541800022125244,0.010171338036689459,,,,1.0083516560935186
2004-06-01,5.46750020980835,-0.013407162297494946,,,,0.9948325217873251
2004-07-01,5.410999774932861,-0.01033386972242456,,,,0.9845520521115437
2004-08-01,5.492800235748291,0.015117439330598614,,,,0.9994359580271562
2004-09-01,5.5559000968933105,0.011487740030003746,,,,1.01091721848961
2004-10-01,5.696100234985352,0.02523445987994566,,,,1.0364271684815323
2004-11-01,5.7891998291015625,0.016344444492811805,,,,1.053366994807621
2004-12-01,5.8454999923706055,0.009725033671498018,0.005234043401520681,0.013370387238101094,0.06361102430056964,1.0636110243005696
2005-01-01,5.7093000411987305,-0.02329996601653228,0.0017988454145208093,0.015009172444803577,0.02053841584609062,1.0388289235795574
2005-02-01,5.72629976272583,0.0029775491574148827,0.0019710019564409265,0.015009919269408359,0.022644803888749676,1.0419220877656599
2005-03-01,5.642300128936768,-0.014669094750477618,0.0013557758535569138,0.015564896614982053,0.015039495381446999,1.02663803393761
2005-04-01,5.612500190734863,-0.005281523052819148,0.002005532396601136,0.015062181284108384,0.023058718245044574,1.0212158214944673
2005-05-01,5.416399955749512,-0.03493990705052885,-0.0017537380273337233,0.01815153912866842,-0.022628038881785995,0.9855346356129213
2005-06-01,5.521500110626221,0.01940406095106484,0.0009805305767129253,0.018699532232692165,0.00987652469057032,1.00465800975174
2005-07-01,5.4770002365112305,-0.008059381186889647,0.0011700712880075015,0.018585602456364314,0.01219746152718848,0.9965610878886888
2005-08-01,5.574399948120117,0.01778340467462325,0.001392235066676221,0.018782371559259516,0.01485575824162666,1.014283336997596
2005-09-01,5.513899803161621,-0.01085321209844281,-0.00046951094402765864,0.01879794687193156,-0.00755958404564816,1.003275104813245
2005-10-01,5.55049991607666,0.006637790714668634,-0.0020192333744674107,0.017183477312419298,-0.02556140392586781,1.0099346349882323
2005-11-01,5.480100154876709,-0.012683499191855296,-0.004438228681523003,0.016388117255762256,-0.053392469313470414,0.9971251298615326
2005-12-01,5.451499938964844,-0.0052189221188619905,-0.0056835583307196695,0.01577015475111516,-0.06740228447865881,0.991921211466025
2006-01-01,5.650300025939941,0.0364670437862733,-0.0007029741804858713,0.01883984271058858,-0.010334019027383512,1.02809364571709
2006-02-01,5.599100112915039,-0.009061450328274434,-0.0017062241376266478,0.018946278484923862,-0.02221323630990657,1.01877762621361
2006-03-01,5.664299964904785,0.0116447019476138,0.00048659225388097044,0.01883199897852019,0.0038990899926061307,1.0306409880217648
2006-04-01,5.651700019836426,-0.0022244487662070878,0.0007413484444319755,0.018767442363205305,0.006984379112587646,1.0283483799475575
2006-05-01,5.783699989318848,0.023355798966528063,0.005599323945853385,0.01603815929267473,0.06781257598590873,1.0523662779771672
2006-06-01,5.655300140380859,-0.022200295515865776,0.002132294240275834,0.017234881720590924,0.024232550407295772,1.0290034356151423
2006-07-01,5.608399868011475,-0.008293153538306508,0.0021128132109910955,0.017247576341977038,0.023991167760829546,1.020469752132141
2006-08-01,5.55679988861084,-0.009200481530381666,-0.00013584397275931415,0.01677122394276011,-0.0031573011755664515,1.0110809390253361
2006-09-01,5.4481000900268555,-0.019561582342883077,-0.0008615414931293364,0.01745172866381733,-0.011933425612311033,0.9913025959812726
2006-10-01,5.442200183868408,-0.001082929105734931,-0.0015049348114963002,0.017291702519567024,-0.019511707746282303,0.9902290855474938
2006-11-01,5.5960001945495605,0.028260630900171835,0.0019070760295059608,0.01885436896814781,0.02114925574302018,1.0182135842407662
2006-12-01,5.563799858093262,-0.005754170003007042,0.0018624720391605398,0.018873383104800603,0.020599820303720318,1.0123546101776737
2007-01-01,5.559899806976318,-0.0007009689809870379,-0.001234862358111155,0.01541021965410892,-0.015999189166699956,1.01164498099818
2007-02-01,5.541900157928467,-0.003237405290157591,-0.0007495252716014181,0.015231998739365092,-0.010215919314361499,1.008369876184935
2007-03-01,5.545199871063232,0.0005954118697077959,-0.001670299444760252,0.014740697307341389,-0.021026445382391512,1.0089702715782711
2007-04-01,5.242099761962891,-0.054659906973240524,-0.0060399209620130385,0.02125310254629519,-0.07247381432770916,0.9538200503950376
2007-05-01,5.4552001953125,0.04065173175373049,-0.004598593229746169,0.02385507573568032,-0.0567975162288864,0.9925944872250263
